project,dataset,tableName,connection,tableType,lastModifiedBy,last ModifiedOn,data type
COVIDMONITORINGREDUCEDINCLREGIONSWITH2019COMPARISONJAN2021,NHS_REGIONS,,floss_s3,UploadedFiles,a200261,01/03/2024,intermediate storage
COVIDMONITORINGREDUCEDINCLREGIONSWITH2019COMPARISONJAN2021,SF_in_SAS_Specialist_and_TU_combos_20210309,,floss_s3,UploadedFiles,a200261,26/02/2024,intermediate storage
COVIDMONITORINGREDUCEDINCLREGIONSWITH2019COMPARISONJAN2021,suspended_from_to,,floss_s3,S3,a200261,26/02/2024,intermediate storage
COVIDMONITORINGREDUCEDINCLREGIONSWITH2019COMPARISONJAN2021,transf_claims,,floss_s3,S3,a200261,27/02/2024,intermediate storage
COVIDMONITORINGREDUCEDINCLREGIONSWITH2019COMPARISONJAN2021,continued_claims_filtered,,,UploadedFiles,a200261,01/03/2024,#N/A
CQC_CODE_CHECKING_MC_CHANGES,pmi_claims_directive,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,eastwoh,21/04/2023,input data
CQC_CODE_CHECKING_MC_CHANGES,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,eastwoh,24/04/2023,input data
CQC_CODE_CHECKING_MC_CHANGES,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,eastwoh,21/04/2023,input data
CQC_CODE_CHECKING_MC_CHANGES,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,eastwoh,21/04/2023,input data
CQC_CODE_CHECKING_MC_CHANGES,BenefitTypeSum,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,CashSums,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,CashSums_Filter,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,CashSums_prepared,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,CashSums_prepared,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,cqc_to_aviva_id_mapping_joined,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,cqc_to_aviva_id_mapping_joined_prepared,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,England_filtered,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,England_filtered,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,Mapped_No_Bills,,filesystem_managed,Filesystem,eastwoh,02/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,MappingNoBilling,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,MappingNoBilling,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,MappingNoBilling_info,,filesystem_managed,Filesystem,eastwoh,02/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,NHSCASHPivot,,filesystem_managed,Filesystem,eastwoh,02/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,NHSCASHPivot,,filesystem_managed,Filesystem,eastwoh,02/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,NHSCASHPivot_by_treatment_unit_code,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,NHSCASHPivot_by_treatment_unit_code,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,nuff_summ,,filesystem_managed,Filesystem,cartemp,04/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,nuff_test,,filesystem_managed,Filesystem,cartemp,04/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,TotalSpend,,filesystem_managed,Filesystem,cartemp,04/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,treatment_unit_england_active,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,treatment_unit_england_active_joined,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,treatment_unit_england_not_terminated,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,treatment_unit_england_not_terminated,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,treatment_unit_england_not_terminated_joined,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,treatment_unit_simplified_joined,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,TU_Billing,,filesystem_managed,Filesystem,eastwoh,26/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,TU_Billing_by_benefit_type,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,TU_Billing_by_benefit_type_by_benefit_type,,filesystem_managed,Filesystem,eastwoh,02/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,TU_Billing_by_benefit_type_by_benefit_type,,filesystem_managed,Filesystem,eastwoh,02/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,TU_Billing_joined,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,TU_NHS_Cash_Payment,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,NUTS1Compressed_prepared,,floss_s3,S3,eastwoh,03/05/2023,intermediate storage
CQC_CODE_CHECKING_MC_CHANGES,cqc_current,,,UploadedFiles,eastwoh,21/04/2023,#N/A
CQC_CODE_CHECKING_MC_CHANGES,cqc_current,,,UploadedFiles,eastwoh,21/04/2023,#N/A
CQC_CODE_CHECKING_MC_CHANGES,cqc_to_aviva_id_mapping,,,UploadedFiles,eastwoh,21/04/2023,#N/A
CQC_CODE_CHECKING_MC_CHANGES,Facility_Type,,,UploadedFiles,eastwoh,26/04/2023,#N/A
CQC_CODE_CHECKING_MC_CHANGES,NUTS1Compressed,,,UploadedFiles,eastwoh,03/05/2023,#N/A
CQC_TEST,cqc_test,,filesystem_managed,Filesystem,cartemp,03/01/2023,intermediate storage
CQCCODECHECKING,pmi_claims_directive,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,eastwoh,21/04/2023,input data
CQCCODECHECKING,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,eastwoh,24/04/2023,input data
CQCCODECHECKING,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,eastwoh,21/04/2023,input data
CQCCODECHECKING,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,eastwoh,21/04/2023,input data
CQCCODECHECKING,BenefitTypeSum,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,CashSums,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,CashSums_Filter,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQCCODECHECKING,CashSums_prepared,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,CashSums_prepared,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,cqc_to_aviva_id_mapping_joined,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQCCODECHECKING,cqc_to_aviva_id_mapping_joined_prepared,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQCCODECHECKING,England_filtered,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,England_filtered,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,Mapped_No_Bills,,filesystem_managed,Filesystem,eastwoh,02/05/2023,intermediate storage
CQCCODECHECKING,MappingNoBilling,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQCCODECHECKING,MappingNoBilling,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQCCODECHECKING,MappingNoBilling_info,,filesystem_managed,Filesystem,eastwoh,02/05/2023,intermediate storage
CQCCODECHECKING,NHSCASHPivot,,filesystem_managed,Filesystem,eastwoh,02/05/2023,intermediate storage
CQCCODECHECKING,NHSCASHPivot,,filesystem_managed,Filesystem,eastwoh,02/05/2023,intermediate storage
CQCCODECHECKING,NHSCASHPivot_by_treatment_unit_code,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,NHSCASHPivot_by_treatment_unit_code,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,TotalSpend,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,treatment_unit_england_active,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,treatment_unit_england_active_joined,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,treatment_unit_england_not_terminated,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,treatment_unit_england_not_terminated,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,treatment_unit_england_not_terminated_joined,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,treatment_unit_simplified_joined,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQCCODECHECKING,TU_Billing,,filesystem_managed,Filesystem,eastwoh,26/04/2023,intermediate storage
CQCCODECHECKING,TU_Billing_by_benefit_type,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,TU_Billing_by_benefit_type_by_benefit_type,,filesystem_managed,Filesystem,eastwoh,02/05/2023,intermediate storage
CQCCODECHECKING,TU_Billing_by_benefit_type_by_benefit_type,,filesystem_managed,Filesystem,eastwoh,02/05/2023,intermediate storage
CQCCODECHECKING,TU_Billing_joined,,filesystem_managed,Filesystem,eastwoh,03/05/2023,intermediate storage
CQCCODECHECKING,TU_NHS_Cash_Payment,,filesystem_managed,Filesystem,eastwoh,28/04/2023,intermediate storage
CQCCODECHECKING,NUTS1Compressed_prepared,,floss_s3,S3,eastwoh,03/05/2023,intermediate storage
CQCCODECHECKING,cqc_current,,,UploadedFiles,eastwoh,21/04/2023,#N/A
CQCCODECHECKING,cqc_current,,,UploadedFiles,eastwoh,21/04/2023,#N/A
CQCCODECHECKING,cqc_to_aviva_id_mapping,,,UploadedFiles,eastwoh,21/04/2023,#N/A
CQCCODECHECKING,Facility_Type,,,UploadedFiles,eastwoh,26/04/2023,#N/A
CQCCODECHECKING,NUTS1Compressed,,,UploadedFiles,eastwoh,03/05/2023,#N/A
CROMWELLSPEND,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a163101,14/11/2023,input data
CROMWELLSPEND,policy_details_v,policy_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,15/11/2023,input data
CROMWELLSPEND,Cromwell,,floss_s3,S3,a163101,14/11/2023,intermediate storage
CROMWELLSPEND,Cromwell_Policies,,floss_s3,S3,a163101,15/11/2023,intermediate storage
CROMWELLSPEND,Policy_reduced,,floss_s3,S3,a163101,15/11/2023,intermediate storage
CUSTOM_COVERAGE_STATS,distance_travelled,,floss_s3,S3,a200261,28/06/2023,intermediate storage
CUSTOM_COVERAGE_STATS,distance_travelled,,floss_s3,S3,a200261,28/06/2023,intermediate storage
CUSTOM_COVERAGE_STATS,first_choice,,floss_s3,S3,a200261,05/10/2023,intermediate storage
CUSTOM_COVERAGE_STATS,network_coverage,,floss_s3,S3,a200261,28/06/2023,intermediate storage
CUSTOM_COVERAGE_STATS,network_coverage,,floss_s3,S3,a200261,28/06/2023,intermediate storage
CUSTOM_COVERAGE_STATS,no_choices,,floss_s3,S3,a200261,28/06/2023,intermediate storage
CUSTOM_COVERAGE_STATS,provider_usage,,floss_s3,S3,a200261,28/06/2023,intermediate storage
CUSTOM_COVERAGE_STATS,provider_usage,,floss_s3,S3,a200261,28/06/2023,intermediate storage
DAILYGUIDINGREPORT,claim_group_v,claim_group_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,21/08/2023,input data
DAILYGUIDINGREPORT,clinical_audit_v,clinical_audit_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,22/08/2023,input data
DAILYGUIDINGREPORT,network_details_v,network_details_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,21/08/2023,input data
DAILYGUIDINGREPORT,network_reasons_v,network_reasons_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,21/08/2023,input data
DAILYGUIDINGREPORT,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,30/06/2023,input data
DAILYGUIDINGREPORT,vw_acpm_thi_assessment_latest,claim_assessments_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,21/08/2023,input data
DAILYGUIDINGREPORT,vw_acpm_thi_referral_type,vw_acpm_thi_referral_type,fdp_datalake_hive,JDBC,cartemp,21/08/2023,input data
DAILYGUIDINGREPORT,vw_acpm_thi_visit_latest,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,21/08/2023,input data
DAILYGUIDINGREPORT,vw_acpm_thi_visit_reasn_cd,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,21/08/2023,input data
DAILYGUIDINGREPORT,vw_hr_snapshot_new_ascii_bss,vw_hr_snapshot_new_ascii_bss,fdp_datalake_hive,JDBC,cartemp,21/08/2023,input data
DAILYGUIDINGREPORT,base_data,,floss_s3,S3,cartemp,22/08/2023,intermediate storage
DAILYGUIDINGREPORT,base_data_joined,,floss_s3,S3,cartemp,22/08/2023,intermediate storage
DAILYGUIDINGREPORT,base_data_joined_joined,,floss_s3,S3,cartemp,22/08/2023,intermediate storage
DAILYGUIDINGREPORT,base_data_joined_joined_sorted,,floss_s3,S3,cartemp,22/08/2023,intermediate storage
DAILYGUIDINGREPORT,output_data,,floss_s3,S3,cartemp,22/08/2023,intermediate storage
DAILYGUIDINGREPORT,team_data,,floss_s3,S3,cartemp,22/08/2023,intermediate storage
DATAIKUPROJECTTABLEUSAGE,schema,,floss_s3,S3,cartemp,11/03/2024,intermediate storage
DATAIKUPROJECTTABLEUSAGE,summary,,floss_s3,S3,cartemp,11/03/2024,intermediate storage
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,benefit_set_v,benefit_set_v,agi_health_flosc_postgresql,PostgreSQL,a163101,28/02/2024,input data
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,claim_eventnotes_v,claim_eventnotes_v,agi_health_flosc_postgresql,PostgreSQL,a163101,28/02/2024,input data
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a163101,28/02/2024,input data
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,price_agreement_v,price_agreement_v,agi_health_flosc_postgresql,PostgreSQL,a163101,28/02/2024,input data
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,Default_Agreement_Billing_TU,DEFAULTAGREEMENTPROVIDERBILLINGHISTORY_default_agreement_billing_tu,bss_ukhflosc_mssql,SQLServer,a163101,05/03/2024,output storage
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,pmi_claims_vedafile,pmi_claims_vedafile,bss_ukhflosc_postgres,PostgreSQL,a163101,19/03/2024,output storage
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,Benefit_Set_165,,floss_s3,S3,a163101,28/02/2024,intermediate storage
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,Default_Agreement_Billing,,floss_s3,S3,a163101,20/03/2024,intermediate storage
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,Default_Agreement_Billing_Past_Week,,floss_s3,S3,a163101,20/03/2024,intermediate storage
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,Default_Agreement_Billing2,,floss_s3,S3,a163101,20/03/2024,intermediate storage
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,Item_Notes,,floss_s3,S3,a163101,28/02/2024,intermediate storage
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,Price_Agreement_Type_D,,floss_s3,S3,a163101,28/02/2024,intermediate storage
DEFAULTAGREEMENTPROVIDERBILLINGHISTORY,Veda_filtered,,floss_s3,S3,a163101,19/03/2024,intermediate storage
DEFAULTSPENDPOC,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,19/05/2023,input data
DEFAULTSPENDPOC,qlik_default_data,qlik_default_data,bss_ukhflosc_mssql,SQLServer,cartemp,19/05/2023,output storage
DEFAULTSPENDPOC,vw_acpm_thi07800,vw_acpm_thi07800,fdp_datalake_hive,JDBC,cartemp,19/05/2023,input data
DEFAULTSPENDPOC,vw_acpm_thi07801,vw_acpm_thi07801,fdp_datalake_hive,JDBC,cartemp,19/05/2023,input data
DEFAULTSPENDPOC,agreements,,floss_s3,S3,cartemp,19/05/2023,intermediate storage
DEFAULTSPENDPOC,claims_data,,floss_s3,S3,cartemp,19/05/2023,intermediate storage
DEFAULTSPENDPOC,output,,floss_s3,S3,cartemp,19/05/2023,intermediate storage
DEFAULTSPENDPOC,output_prepared,,floss_s3,S3,cartemp,19/05/2023,intermediate storage
DERIVED_DATASETS,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a200261,14/08/2023,input data
DERIVED_DATASETS,claims_ss,,floss_s3,S3,a200261,14/08/2023,intermediate storage
DIGITALGP,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a163101,06/09/2023,input data
DIGITALGP,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a163101,07/09/2023,input data
DIGITALGP,Analysis_Tests,,floss_s3,S3,a163101,12/09/2023,intermediate storage
DIGITALGP,Copy_of_GP_referral_Data_22_23_joined,,floss_s3,S3,a163101,06/09/2023,intermediate storage
DIGITALGP,Output,,floss_s3,S3,a163101,12/09/2023,intermediate storage
DIGITALGP,pmi_claims_reduced,,floss_s3,S3,a163101,06/09/2023,intermediate storage
DIGITALGP,Referral_Origin_Known,,floss_s3,S3,a163101,06/09/2023,intermediate storage
DIGITALGP,Copy_of_GP_referral_Data_22_23,,,UploadedFiles,a163101,06/09/2023,#N/A
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a200261,17/02/2023,input data
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a200261,07/09/2023,input data
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a200261,07/09/2023,input data
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a200261,06/09/2023,input data
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,postcode_ons_nov21,postcode_ons_nov21,bss_ukhflosc_postgres,PostgreSQL,a200261,10/03/2023,output storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,postcode_ons_nov21,postcode_ons_nov21,bss_ukhflosc_postgres,PostgreSQL,a200261,10/03/2023,output storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,vw_acpm_thi_referral_type,vw_acpm_thi_referral_type,fdp_datalake_hive,JDBC,a200261,29/06/2023,input data
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,vw_acpm_thi_tu_subspec,treatmentunit_subspecialities_v,agi_health_flosc_postgresql,PostgreSQL,a200261,29/06/2023,input data
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,cqc_ratings,,filesystem_managed,UploadedFiles,a200261,17/02/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,cqc_ratings,,filesystem_managed,UploadedFiles,a200261,17/02/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,hosp_indices,,filesystem_managed,UploadedFiles,a200261,06/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,hosp_indices,,filesystem_managed,UploadedFiles,a200261,06/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,phin_exp,,filesystem_managed,UploadedFiles,a200261,17/02/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,phin_exp,,filesystem_managed,UploadedFiles,a200261,17/02/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,pmi_score_trt_unit,,filesystem_managed,UploadedFiles,a200261,17/02/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,pmi_score_trt_unit,,filesystem_managed,UploadedFiles,a200261,17/02/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,sub_spec_index_2019,,filesystem_managed,UploadedFiles,a200261,17/02/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,all_mem_pcode,,floss_s3,S3,a200261,05/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,claims_dir,,floss_s3,S3,a200261,14/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,claims_dirr,,floss_s3,UploadedFiles,a200261,14/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,claims_rebate_summary,,floss_s3,S3,a200261,15/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,hosp_indices_spire,,floss_s3,UploadedFiles,a200261,06/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,mem_det_pcode,,floss_s3,S3,a200261,06/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,mem_det_pcode,,floss_s3,S3,a200261,06/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,open_ref_sub_spec,,floss_s3,UploadedFiles,a200261,05/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,open_ref_sub_spec,,floss_s3,UploadedFiles,a200261,05/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,open_referral_sub_spec_mpng,,floss_s3,UploadedFiles,a200261,22/08/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,pmi_claims,,floss_s3,S3,a200261,15/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,query_for_phin_exp,,floss_s3,S3,a200261,06/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,query_trt_unit,,floss_s3,S3,a200261,04/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,query_trt_unit,,floss_s3,S3,a200261,04/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,subspec,,floss_s3,UploadedFiles,a200261,15/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,total_member,,floss_s3,S3,a200261,15/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,total_policy,,floss_s3,S3,a200261,07/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,total_policy,,floss_s3,S3,a200261,07/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,totals,,floss_s3,S3,a200261,07/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,trt_unit,,floss_s3,S3,a200261,06/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,trt_unit,,floss_s3,S3,a200261,06/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,trt_unit_rknd,,floss_s3,S3,a200261,14/09/2023,intermediate storage
DIRECTIVE_ANALYSIS_V_POSTCODE_FIX,trt_unit_rknd,,floss_s3,S3,a200261,14/09/2023,intermediate storage
EOB_SUPRESSION_VOLUMES,payment_details_v,payment_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,18/12/2023,input data
EOB_SUPRESSION_VOLUMES,payment_requests_v,payment_requests_v,agi_health_flosc_postgresql,PostgreSQL,a182377,28/12/2023,input data
EOB_SUPRESSION_VOLUMES,vw_acpm_thi_eob_supp_list,vw_acpm_thi_eob_supp_list,fdp_datalake_hive,JDBC,a182377,13/12/2023,input data
EOB_SUPRESSION_VOLUMES,vw_acpm_thi_treatment_unit,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,13/12/2023,input data
EOB_SUPRESSION_VOLUMES,vw_acpm_thi_tu_owner_cd,vw_acpm_thi_tu_owner_cd,fdp_datalake_hive,JDBC,a182377,22/01/2024,input data
EOB_SUPRESSION_VOLUMES,vw_acpm_thi11581,vw_acpm_thi11581,fdp_datalake_hive,JDBC,a182377,13/12/2023,input data
EOB_SUPRESSION_VOLUMES,vw_acpm_thi25001,vw_acpm_thi25001,fdp_datalake_hive,JDBC,a182377,13/12/2023,input data
EOB_SUPRESSION_VOLUMES,group_by_month,,floss_s3,S3,a182377,05/02/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,non_group_01,,floss_s3,S3,a182377,04/01/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,requested_paid_amounts,,floss_s3,S3,a182377,05/02/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,REQUESTED_PAID_AMOUNTS2_joined,,floss_s3,S3,a182377,12/01/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,sp_group,,floss_s3,S3,a182377,02/01/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,tu_group,,floss_s3,S3,a182377,02/01/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,tu_group_sas_joined,,floss_s3,S3,a182377,02/01/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,volume_summary,,floss_s3,S3,a182377,05/02/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,volume_summary_by_Payment_Created_Month,,floss_s3,S3,a182377,04/01/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,volume_summary_by_Payment_Created_Week,,floss_s3,S3,a182377,04/01/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,volume_summary_Site_by_Payment_Created_Month,,floss_s3,S3,a182377,04/01/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,VOLUME_SUMMARY2_sas_joined,,floss_s3,S3,a182377,05/02/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,VOLUME_SUMMARY2_sas_prepared,,floss_s3,S3,a182377,02/02/2024,intermediate storage
EOB_SUPRESSION_VOLUMES,REQUESTED_PAID_AMOUNTS2,,,UploadedFiles,a182377,22/12/2023,#N/A
